"","MasVnrArea","GarageYrBlt","MasVnrType","GarageType","GarageFinish","GarageQual","GarageCond","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","Electrical","MSZoning","Exterior1st","Exterior2nd","KitchenQual","SaleType","BsmtUnfSF","TotalBsmtSF","BsmtFullBath","GarageCars","GarageArea","BsmtFinSF1","Id","LotArea","LotShape","Neighborhood","HouseStyle","OverallQual","YearBuilt","YearRemodAdd","ExterQual","Foundation","HeatingQC","CentralAir","X1stFlrSF","X2ndFlrSF","GrLivArea","FullBath","HalfBath","TotRmsAbvGrd","Fireplaces","PavedDrive","WoodDeckSF","OpenPorchSF","SaleCondition","SalePrice"
"293",0,1949,"None","Attchd","Unf","TA","TA","TA","TA","No","LwQ","SBrkr","RL","Wd Sdng","Wd Sdng","TA","WD",476,768,0,1,281,292,293,11409,"Reg","Edwards","1.5Fin",5,1949,2008,"TA","CBlock","Gd","Y",1148,568,1716,1,1,8,1,"Y",0,0,"Normal",11.7829602357419
"294",34,1977,"BrkFace","Attchd","Fin","TA","TA","TA","TA","No","ALQ","SBrkr","RL","Plywood","Plywood","Gd","WD",0,795,1,2,539,795,294,16659,"IR1","NWAmes","2Story",7,1977,1994,"TA","CBlock","Fa","Y",1468,795,2263,2,1,9,1,"Y",0,250,"Normal",12.3673450484364
"295",238,1953,"Stone","Attchd","Fin","TA","TA","TA","TA","No","GLQ","SBrkr","RL","HdBoard","HdBoard","TA","WD",131,1416,1,2,418,1285,295,9600,"Reg","NAmes","1Story",6,1953,1953,"TA","CBlock","TA","Y",1644,0,1644,1,0,7,2,"Y",110,0,"Normal",12.0257550794049
"296",0,1984,"None","Detchd","Unf","TA","TA","TA","TA","Av","GLQ","SBrkr","RL","HdBoard","HdBoard","TA","WD",184,1003,1,2,588,819,296,7937,"IR1","Mitchel","SLvl",6,1984,1984,"TA","CBlock","TA","Y",1003,0,1003,1,0,6,0,"Y",120,0,"Normal",11.8671042962101
"297",0,1950,"None","Attchd","Unf","TA","TA","TA","TA","No","BLQ","FuseA","RM","Wd Sdng","Wd Sdng","TA","WD",490,910,0,1,282,420,297,13710,"Reg","IDOTRR","1.5Fin",5,1950,1950,"TA","CBlock","TA","Y",910,648,1558,1,1,6,0,"Y",289,0,"Normal",11.9316423787541
"298",1600,1997,"BrkFace","Detchd","RFn","TA","TA","Gd","TA","No","BLQ","SBrkr","FV","VinylSd","VinylSd","Gd","WD",326,975,0,2,576,649,298,7399,"IR1","Somerst","2Story",7,1997,1998,"Gd","PConc","Ex","Y",975,975,1950,2,1,7,1,"Y",0,10,"Normal",12.3842230150053
"299",365,1968,"BrkFace","Attchd","Unf","TA","TA","TA","TA","No","ALQ","SBrkr","RL","HdBoard","AsphShn","TA","WD",143,702,0,2,539,384,299,11700,"Reg","NWAmes","2Story",6,1968,1968,"Gd","CBlock","Gd","Y",1041,702,1743,1,2,7,1,"Y",224,0,"Normal",12.072546967175
"300",0,1950,"None","Attchd","Unf","TA","TA","TA","TA","No","Unf","SBrkr","RL","HdBoard","HdBoard","Gd","WD",1092,1092,0,1,300,0,300,14000,"Reg","Crawfor","1Story",6,1950,2004,"TA","CBlock","Ex","Y",1152,0,1152,1,0,6,1,"Y",0,36,"Family",11.9735161814278
"301",56,1953,"BrkFace","Attchd","Unf","TA","TA","TA","TA","Mn","BLQ","SBrkr","RL","MetalSd","MetalSd","TA","WD",324,1165,1,1,375,841,301,15750,"Reg","Crawfor","1Story",5,1953,1953,"TA","CBlock","TA","Y",1336,0,1336,1,0,5,2,"Y",0,0,"Normal",11.9640074537369
"302",0,1998,"None","BuiltIn","Fin","TA","TA","Gd","TA","No","GLQ","SBrkr","RL","VinylSd","VinylSd","Gd","WD",747,1028,0,2,683,281,302,16226,"IR3","CollgCr","2Story",8,1998,1999,"Gd","PConc","Ex","Y",1210,1242,2452,2,1,9,1,"Y",208,50,"Normal",12.4950076826937
"303",150,2001,"BrkFace","Attchd","RFn","TA","TA","Gd","TA","No","Unf","SBrkr","RL","VinylSd","VinylSd","Gd","WD",1541,1541,0,3,843,0,303,13704,"IR1","CollgCr","1Story",7,2001,2002,"Gd","PConc","Ex","Y",1541,0,1541,2,0,6,1,"Y",468,81,"Normal",12.2307701361574
"304",0,1975,"None","Attchd","Unf","TA","TA","TA","TA","No","ALQ","SBrkr","RL","VinylSd","VinylSd","TA","WD",0,894,1,2,552,894,304,9800,"Reg","CollgCr","1Story",5,1972,1972,"TA","PConc","TA","Y",894,0,894,1,0,5,0,"Y",256,0,"Abnorml",11.9177303551825
"305",0,2003,"None","Attchd","Unf","TA","TA","TA","TA","No","Unf","SBrkr","RM","CemntBd","CmentBd","Gd","WD",1470,1470,0,3,870,0,305,18386,"Reg","OldTown","2.5Fin",7,1880,2002,"TA","BrkTil","Ex","Y",1675,1818,3493,3,0,10,1,"Y",302,0,"Normal",12.5947340251467
"306",246,2004,"Stone","Attchd","Fin","TA","TA","Gd","TA","No","GLQ","SBrkr","RL","CemntBd","CmentBd","Gd","WD",536,2000,1,3,888,1464,306,10386,"Reg","CollgCr","1Story",8,2004,2005,"Gd","PConc","Ex","Y",2000,0,2000,2,0,8,0,"Y",168,0,"Normal",12.6310167991758
"307",246,1990,"BrkFace","Attchd","RFn","TA","TA","Gd","TA","No","ALQ","SBrkr","RL","HdBoard","Plywood","Gd","WD",0,700,1,3,746,700,307,13474,"Reg","SawyerW","2Story",7,1990,1991,"Gd","CBlock","Gd","Y",1122,1121,2243,2,1,8,1,"Y",127,44,"Normal",12.3238601256211
"308",0,NA,"None","Attchd","Unf","TA","TA","TA","TA","No","Unf","FuseA","RM","MetalSd","MetalSd","Fa","WD",319,319,0,0,0,0,308,7920,"IR1","IDOTRR","1.5Fin",6,1920,1950,"TA","CBlock","TA","Y",1035,371,1406,1,0,6,0,"N",0,144,"Normal",11.4020050773849
"309",0,1961,"None","Detchd","Unf","TA","TA","TA","TA","No","BLQ","SBrkr","RL","VinylSd","VinylSd","TA","WD",599,861,0,2,539,262,309,12342,"IR1","Edwards","1Story",4,1940,1950,"TA","CBlock","Ex","Y",861,0,861,1,0,4,0,"Y",158,0,"Normal",11.3205656934614
"310",0,2003,"None","Attchd","Fin","TA","TA","Ex","TA","Gd","GLQ","SBrkr","RL","VinylSd","VinylSd","Ex","WD",622,1896,1,3,708,1274,310,12378,"IR1","NridgHt","1Story",9,2003,2004,"Gd","PConc","Ex","Y",1944,0,1944,2,0,8,3,"Y",208,175,"Normal",12.7938620882062
"311",112,1993,"BrkFace","Attchd","Fin","TA","TA","Gd","TA","No","ALQ","SBrkr","RL","HdBoard","HdBoard","Gd","WD",179,697,0,2,420,518,311,7685,"IR1","Gilbert","2Story",6,1993,1994,"TA","PConc","Gd","Y",697,804,1501,2,1,6,1,"Y",190,63,"Normal",12.0173365595624
"312",0,1948,"None","Detchd","Unf","TA","TA","TA","TA","No","ALQ","SBrkr","RL","VinylSd","VinylSd","TA","WD",292,972,1,1,240,680,312,8000,"Reg","NAmes","1Story",6,1948,2002,"TA","CBlock","Ex","Y",972,0,972,1,0,5,1,"Y",0,0,"Normal",11.7905647772974
"313",0,1939,"None","Detchd","Unf","TA","TA","Gd","TA","Mn","Rec","SBrkr","RM","MetalSd","MetalSd","TA","WD",286,793,1,2,410,507,313,7800,"Reg","OldTown","1.5Fin",5,1939,1950,"TA","CBlock","TA","Y",793,325,1118,1,0,5,1,"Y",0,0,"Normal",11.6944216812644
"314",0,1965,"None","Attchd","RFn","TA","TA","Gd","TA","Gd","ALQ","SBrkr","RL","BrkFace","BrkFace","TA","WD",80,2136,2,2,513,1236,314,215245,"IR3","Timber","1Story",7,1965,1965,"TA","CBlock","TA","Y",2036,0,2036,2,0,8,2,"Y",0,0,"Normal",12.8346839716157
"315",0,1925,"None","Detchd","Unf","Fa","TA","TA","Gd","No","LwQ","SBrkr","RM","Wd Sdng","Wd Sdng","Ex","WD",712,728,0,2,546,16,315,9600,"Reg","OldTown","2Story",7,1925,1990,"TA","BrkTil","Ex","Y",832,809,1641,1,1,6,1,"Y",0,0,"Normal",12.089544447236
"316",0,2004,"None","Attchd","Fin","TA","TA","Gd","TA","No","GLQ","SBrkr","RL","VinylSd","VinylSd","Gd","WD",291,716,1,2,432,425,316,7795,"IR1","Gilbert","2Story",7,2004,2005,"Gd","PConc","Ex","Y",716,716,1432,2,1,6,1,"Y",100,51,"Normal",12.1468585908959
"317",278,1983,"BrkFace","Attchd","RFn","TA","TA","Gd","TA","No","GLQ","SBrkr","RL","CemntBd","CmentBd","Ex","WD",153,845,1,2,484,692,317,13005,"IR1","NWAmes","2Story",7,1980,1980,"Gd","CBlock","TA","Y",1153,1200,2353,2,1,10,1,"Y",288,195,"Normal",12.4684407561441
"318",0,2006,"None","Attchd","RFn","TA","TA","Gd","TA","Av","Unf","SBrkr","FV","VinylSd","VinylSd","Gd","WD",1088,1088,0,3,1025,0,318,9000,"Reg","Somerst","2Story",8,2006,2006,"Gd","PConc","Ex","Y",1088,871,1959,2,1,8,1,"Y",208,46,"Normal",12.5061809416774
"319",256,1993,"BrkFace","Attchd","RFn","TA","TA","Gd","TA","Gd","GLQ","SBrkr","RL","HdBoard","HdBoard","Gd","WD",360,1347,1,3,656,987,319,9900,"Reg","NoRidge","2Story",7,1993,1993,"Gd","PConc","Ex","Y",1372,1274,2646,2,1,9,1,"Y",340,60,"Normal",12.4684407561441
"320",225,1980,"BrkFace","Attchd","Unf","TA","TA","Gd","TA","Av","GLQ","SBrkr","RL","Plywood","Plywood","TA","WD",336,1372,1,2,588,1036,320,14115,"Reg","NWAmes","SLvl",7,1980,1980,"TA","CBlock","TA","Y",1472,0,1472,2,0,6,2,"Y",233,48,"Normal",12.1415394577117
"321",370,2006,"Stone","Attchd","RFn","TA","TA","Ex","Gd","Av","Unf","SBrkr","RL","VinylSd","VinylSd","Gd","New",1249,1249,0,3,840,0,321,16259,"Reg","NridgHt","2Story",9,2006,2006,"TA","PConc","Ex","Y",1249,1347,2596,3,1,9,0,"Y",240,154,"Partial",12.7444472862813
"322",388,2004,"BrkFace","BuiltIn","Fin","TA","TA","Ex","TA","Av","GLQ","SBrkr","RL","VinylSd","VinylSd","Gd","WD",166,1136,1,3,872,970,322,12099,"IR1","NridgHt","2Story",8,2004,2004,"Gd","PConc","Ex","Y",1136,1332,2468,2,1,10,1,"Y",184,154,"Normal",12.7770550169707
"323",172,1987,"BrkFace","Attchd","Fin","TA","TA","TA","TA","Gd","LwQ","SBrkr","RL","Plywood","Plywood","Gd","WD",0,1502,1,2,576,28,323,10380,"IR1","SawyerW","2Story",7,1986,1987,"Gd","CBlock","Ex","Y",1553,1177,2730,2,1,8,1,"Y",201,96,"Normal",12.6148688659846
"324",0,1955,"None","Attchd","Unf","Fa","TA","TA","TA","No","ALQ","SBrkr","RM","VinylSd","VinylSd","TA","WD",906,1162,1,1,220,256,324,5820,"Reg","OldTown","1Story",3,1955,2005,"TA","CBlock","Ex","Y",1163,0,1163,1,0,6,0,"Y",142,98,"Normal",11.7454330366774
"325",300,1961,"BrkFace","BuiltIn","Fin","TA","TA","Gd","TA","No","Unf","SBrkr","RL","Wd Sdng","Wd Sdng","Gd","WD",710,710,0,2,564,0,325,11275,"Reg","NAmes","SLvl",7,1967,2007,"Gd","CBlock","Ex","Y",1898,1080,2978,2,1,11,1,"Y",240,0,"Normal",12.3966971373617
"326",0,1941,"None","Detchd","Unf","TA","TA","TA","TA","Av","BLQ","FuseF","RM","MetalSd","MetalSd","TA","WD",604,720,0,2,360,116,326,5000,"Reg","IDOTRR","1.5Unf",5,1941,1950,"TA","CBlock","Po","N",803,0,803,1,0,5,0,"Y",0,0,"Normal",11.3736748918235
"327",0,1993,"None","Attchd","Fin","TA","TA","Gd","TA","Gd","GLQ","SBrkr","RL","BrkFace","BrkFace","Gd","Con",100,1719,2,2,473,1619,327,10846,"IR1","Veenker","1Story",8,1993,1993,"Gd","PConc","Ex","Y",1719,0,1719,1,1,6,2,"Y",122,30,"Normal",12.6885018811895
"328",175,1960,"BrkFace","Attchd","RFn","TA","TA","TA","TA","No","Rec","SBrkr","RL","Wd Sdng","Wd Sdng","TA","WD",818,1383,0,1,292,565,328,11600,"Reg","NAmes","1Story",6,1960,1960,"TA","CBlock","TA","Y",1383,0,1383,1,1,7,0,"Y",0,45,"Normal",11.886218559372
"329",0,1930,"None","Detchd","Unf","TA","TA","TA","TA","No","Unf","FuseA","RL","Wd Sdng","Wd Shng","Gd","WD",844,844,0,2,441,0,329,11888,"IR1","BrkSide","2.5Unf",6,1916,1994,"TA","BrkTil","Gd","N",1445,689,2134,2,0,10,0,"Y",0,60,"Normal",12.276069679344
"330",0,1920,"None","Detchd","Unf","Fa","Fa","TA","TA","Mn","Unf","SBrkr","RM","Wd Sdng","Wd Shng","TA","WD",596,596,0,1,189,0,330,6402,"Reg","IDOTRR","2Story",5,1920,1950,"TA","PConc","TA","N",596,596,1192,1,0,6,0,"N",0,0,"Normal",11.2644769261024
"331",84,2002,"BrkFace","Detchd","Unf","TA","TA","TA","TA","No","GLQ","SBrkr","RL","HdBoard","HdBoard","TA","WD",1424,1728,0,1,352,40,331,10624,"IR1","NAmes","1Story",5,1964,1964,"TA","CBlock","TA","Y",1728,0,1728,2,0,10,0,"Y",155,0,"Normal",11.6868871754197
"332",0,1958,"None","Attchd","RFn","TA","TA","TA","TA","No","Rec","SBrkr","RL","Wd Sdng","Wd Sdng","TA","WD",210,1056,1,1,308,846,332,8176,"Reg","NAmes","1Story",5,1958,1992,"TA","CBlock","Fa","Y",1056,0,1056,1,0,6,0,"Y",0,0,"Normal",11.8422364063316
"333",296,2003,"BrkFace","Attchd","RFn","TA","TA","Gd","TA","No","GLQ","SBrkr","RL","VinylSd","VinylSd","Gd","WD",1603,3206,1,3,880,1124,333,10655,"IR1","NridgHt","1Story",8,2003,2004,"Gd","PConc","Ex","Y",1629,0,1629,2,0,7,1,"Y",0,0,"Normal",12.5567330382639
"334",146,2004,"Stone","Attchd","RFn","TA","TA","Gd","TA","Av","GLQ","SBrkr","RM","VinylSd","VinylSd","Gd","WD",638,1358,1,2,484,720,334,8198,"Reg","NridgHt","1Story",7,2004,2004,"Gd","PConc","Ex","Y",1358,0,1358,2,0,6,1,"Y",192,30,"Normal",12.2404789031537
"335",0,1998,"None","Attchd","Fin","TA","TA","Gd","TA","Gd","GLQ","SBrkr","RL","VinylSd","VinylSd","TA","WD",115,943,1,2,472,828,335,9042,"IR1","Gilbert","2Story",6,1998,1998,"TA","PConc","Gd","Y",943,695,1638,2,1,7,2,"Y",100,38,"Normal",12.1652558593297
"336",0,1965,"None","Attchd","Fin","TA","TA","TA","TA","Gd","ALQ","SBrkr","RL","Plywood","Plywood","TA","WD",103,1499,2,2,529,1249,336,164660,"IR1","Timber","1.5Fin",5,1965,1965,"TA","CBlock","Ex","Y",1619,167,1786,2,0,7,2,"Y",670,0,"Normal",12.3412632858416
"337",200,2005,"Stone","Attchd","Fin","TA","TA","Ex","TA","Gd","GLQ","SBrkr","RL","VinylSd","VinylSd","Gd","WD",673,1922,1,3,676,1249,337,14157,"IR1","StoneBr","1Story",9,2005,2006,"Gd","PConc","Ex","Y",1922,0,1922,2,0,8,1,"Y",178,51,"Normal",12.8411324514879
"338",113,2002,"BrkFace","Attchd","RFn","TA","TA","Gd","TA","Av","GLQ","SBrkr","RL","VinylSd","VinylSd","Gd","WD",726,1536,1,2,532,810,338,9135,"Reg","CollgCr","1Story",7,2002,2003,"Gd","PConc","Ex","Y",1536,0,1536,2,0,7,0,"Y",192,74,"Normal",12.2737359668903
"339",0,1984,"None","Attchd","RFn","TA","TA","Gd","TA","Mn","ALQ","SBrkr","RL","Wd Sdng","Wd Sdng","Gd","WD",995,1208,1,2,440,213,339,14145,"Reg","NWAmes","1Story",7,1984,1998,"Gd","CBlock","Ex","Y",1621,0,1621,2,0,8,0,"Y",108,45,"Normal",12.2185001037881
"340",176,1958,"BrkFace","Attchd","Unf","TA","TA","TA","Fa","No","Rec","FuseA","RL","Wd Sdng","Wd Sdng","TA","WD",630,1215,0,1,297,585,340,12400,"IR1","NAmes","1Story",6,1958,1998,"TA","CBlock","TA","Y",1215,0,1215,1,0,6,0,"Y",0,0,"Normal",11.9511868474935
"341",0,2002,"None","Attchd","Fin","TA","TA","Gd","TA","No","Unf","SBrkr","RL","VinylSd","VinylSd","Gd","WD",967,967,0,2,431,0,341,14191,"Reg","Timber","2Story",8,2002,2002,"Gd","PConc","Ex","Y",993,915,1908,2,1,9,0,"Y",135,0,"Normal",12.220473454338
"342",0,1950,"None","CarPort","Unf","TA","TA","TA","Fa","No","Unf","SBrkr","RH","Wd Sdng","AsbShng","TA","WD",721,721,0,1,294,0,342,8400,"Reg","SawyerW","1Story",4,1950,1950,"Fa","CBlock","Gd","Y",841,0,841,1,0,4,0,"N",250,0,"Normal",11.314486721294
"343",340,1949,"BrkFace","Detchd","Unf","TA","TA","TA","TA","No","Unf","FuseA","RL","Stucco","Stucco","TA","WD",0,0,0,2,400,0,343,8544,"Reg","NAmes","1Story",3,1949,1950,"TA","Slab","Fa","N",1040,0,1040,2,0,6,0,"Y",0,0,"Normal",11.3794055008518
"344",616,2005,"BrkFace","Attchd","RFn","TA","TA","Ex","TA","No","GLQ","SBrkr","RL","MetalSd","MetalSd","Ex","WD",1656,1684,0,2,564,28,344,8849,"IR1","NridgHt","1Story",9,2005,2005,"Ex","PConc","Ex","Y",1684,0,1684,2,0,6,1,"Y",495,72,"Normal",12.4912553471553
"345",0,1976,"None","Attchd","Unf","TA","TA","Gd","TA","No","Rec","SBrkr","RM","CemntBd","CmentBd","TA","WD",175,536,0,1,336,129,345,2592,"Reg","MeadowV","2Story",5,1976,1976,"TA","CBlock","TA","Y",536,576,1112,1,1,4,0,"Y",182,0,"Normal",11.3504183001091
"346",0,1939,"None","Detchd","Unf","TA","TA","TA","TA","No","Unf","SBrkr","RL","MetalSd","MetalSd","Fa","WD",972,972,0,1,312,0,346,6435,"Reg","BrkSide","1.5Fin",6,1939,1950,"TA","BrkTil","Gd","Y",972,605,1577,1,0,6,1,"Y",0,0,"Normal",11.8508323862248
"347",0,1960,"None","Attchd","RFn","TA","TA","TA","TA","Mn","BLQ","SBrkr","RL","MetalSd","MetalSd","TA","WD",460,958,0,1,301,498,347,12772,"IR1","NAmes","1Story",6,1960,1998,"TA","CBlock","TA","Y",958,0,958,1,0,5,0,"Y",0,0,"Normal",11.9283475045698
"348",30,1960,"BrkFace","Attchd","Unf","TA","TA","TA","TA","No","BLQ","FuseA","RL","Wd Sdng","Wd Sdng","TA","WD",208,1478,1,2,498,1270,348,17600,"IR1","NAmes","1Story",6,1960,1960,"TA","CBlock","Ex","Y",1478,0,1478,2,0,6,2,"Y",0,40,"Normal",11.967187086434
"349",106,2003,"Stone","BuiltIn","RFn","TA","TA","Gd","TA","No","GLQ","SBrkr","RL","VinylSd","Wd Shng","Gd","WD",191,764,1,2,474,573,349,2448,"Reg","NridgHt","2Story",7,2003,2004,"Gd","PConc","Ex","Y",764,862,1626,2,1,6,0,"Y",0,27,"Normal",11.9447143748812
"350",870,2006,"BrkFace","Attchd","Fin","TA","TA","Ex","TA","No","GLQ","SBrkr","RL","CemntBd","CmentBd","Ex","New",438,1848,1,3,706,1410,350,20431,"IR2","NridgHt","2Story",9,2005,2006,"Ex","PConc","Ex","Y",1848,880,2728,2,1,10,2,"Y",0,0,"Partial",12.9880431022652
"351",362,2007,"BrkFace","Attchd","RFn","TA","TA","Ex","TA","No","Unf","SBrkr","RL","MetalSd","MetalSd","Ex","New",1869,1869,0,2,617,0,351,7820,"IR1","NridgHt","1Story",9,2007,2007,"Ex","PConc","Ex","Y",1869,0,1869,2,0,6,1,"Y",210,54,"Partial",12.6700016113119
"352",0,1986,"None","Attchd","RFn","TA","TA","Gd","TA","Gd","GLQ","SBrkr","RL","Wd Sdng","Wd Sdng","Gd","WD",371,1453,1,2,445,1082,352,5271,"IR1","ClearCr","1Story",7,1986,1986,"TA","PConc","Gd","Y",1453,0,1453,1,1,6,1,"Y",0,80,"Abnorml",12.1547846142867
"353",0,1941,"None","Detchd","Unf","TA","Fa","TA","Fa","Mn","LwQ","SBrkr","RL","VinylSd","VinylSd","TA","ConLw",0,616,0,1,200,236,353,9084,"Reg","Edwards","1.5Fin",5,1941,1950,"TA","CBlock","TA","N",616,495,1111,1,0,5,0,"Y",48,0,"Normal",11.4616426968431
"354",0,2005,"None","Detchd","Unf","TA","TA","TA","TA","No","Unf","SBrkr","RM","VinylSd","VinylSd","TA","WD",624,624,0,2,484,0,354,8520,"Reg","OldTown","1Story",6,1928,2003,"TA","BrkTil","Gd","Y",720,0,720,1,0,5,0,"Y",106,0,"Normal",11.5702599744155
"355",0,1940,"None","Attchd","Unf","TA","TA","TA","TA","No","LwQ","SBrkr","RL","Wd Sdng","MetalSd","TA","WD",552,940,0,1,240,388,355,8400,"Reg","SWISU","1.5Fin",6,1940,2000,"TA","CBlock","Ex","Y",1192,403,1595,1,0,6,2,"Y",0,0,"Normal",11.8494048444231
"356",0,1995,"None","Attchd","RFn","TA","TA","Gd","Gd","No","ALQ","SBrkr","RL","VinylSd","VinylSd","Gd","WD",322,1200,1,2,521,334,356,11249,"IR2","CollgCr","1Story",6,1995,1995,"Gd","PConc","Ex","Y",1200,0,1200,2,0,6,0,"Y",0,26,"Normal",12.0867315216846
"357",106,1992,"BrkFace","Attchd","RFn","TA","TA","Gd","TA","No","GLQ","SBrkr","RL","HdBoard","HdBoard","Gd","WD",598,1158,1,2,400,560,357,9248,"IR1","Gilbert","1Story",6,1992,1992,"TA","PConc","Gd","Y",1167,0,1167,2,0,6,0,"Y",120,26,"Normal",12.06105265381
"358",0,1976,"None","Attchd","Fin","TA","TA","Gd","TA","No","ALQ","SBrkr","RM","CemntBd","CmentBd","TA","WD",268,1142,1,2,528,874,358,4224,"Reg","MeadowV","1Story",5,1976,1976,"TA","PConc","TA","Y",1142,0,1142,1,1,6,1,"Y",536,90,"Normal",11.8056025415918
"359",120,1958,"BrkFace","BuiltIn","Unf","TA","TA","TA","TA","Av","BLQ","FuseF","RL","Wd Sdng","ImStucc","Gd","WD",468,1062,0,1,288,300,359,6930,"IR1","ClearCr","SLvl",5,1958,1958,"TA","CBlock","Ex","Y",1352,0,1352,1,0,6,0,"Y",168,0,"Abnorml",11.7752974217158
"360",530,1998,"BrkFace","Attchd","RFn","TA","TA","Gd","TA","Av","GLQ","SBrkr","RL","VinylSd","VinylSd","Gd","WD",130,1086,1,2,592,956,360,12011,"IR1","NoRidge","2Story",8,1998,1998,"Gd","PConc","Ex","Y",1086,838,1924,2,1,7,1,"Y",208,75,"Normal",12.5425484535736
"361",0,1978,"None","Attchd","RFn","TA","TA","Gd","TA","Av","GLQ","SBrkr","RL","VinylSd","VinylSd","TA","WD",115,888,1,2,470,773,361,7540,"IR1","Mitchel","SFoyer",6,1978,1978,"TA","CBlock","Ex","Y",912,0,912,1,0,5,1,"Y",0,0,"Normal",11.9576176964675
"362",0,1940,"None","Detchd","Unf","TA","TA","TA","TA","No","Rec","SBrkr","RL","MetalSd","MetalSd","TA","WD",484,883,1,1,240,399,362,9144,"Reg","BrkSide","1.5Fin",5,1940,1982,"TA","CBlock","Gd","Y",988,517,1505,1,0,8,0,"N",0,0,"Normal",11.8844959179307
"363",500,2003,"BrkFace","BuiltIn","RFn","TA","TA","TA","TA","No","Unf","SBrkr","RL","HdBoard","HdBoard","Gd","ConLD",0,0,0,2,672,0,363,7301,"Reg","Edwards","SFoyer",7,2003,2003,"Gd","Slab","Ex","Y",495,1427,1922,3,0,7,1,"Y",0,0,"Normal",12.1985494168801
"364",510,1972,"BrkFace","Detchd","Unf","TA","TA","TA","TA","No","ALQ","SBrkr","RM","HdBoard","HdBoard","Gd","WD",321,483,0,1,264,162,364,1680,"Reg","BrDale","2Story",6,1972,2007,"TA","CBlock","Gd","Y",483,504,987,1,1,5,0,"Y",250,0,"Normal",11.6784483779882
"365",120,1976,"BrkFace","Attchd","Fin","TA","TA","Gd","TA","Mn","GLQ","SBrkr","RL","HdBoard","HdBoard","TA","WD",84,796,1,2,566,712,365,18800,"IR1","NWAmes","2Story",6,1976,1976,"TA","PConc","TA","Y",790,784,1574,2,1,6,1,"Y",306,111,"Normal",12.1547846142867
"366",0,1964,"None","Detchd","Unf","TA","Fa","TA","Fa","No","Rec","FuseA","RM","VinylSd","VinylSd","TA","WD",216,672,0,1,468,456,366,10690,"Reg","IDOTRR","2Story",5,1920,1997,"TA","CBlock","Gd","Y",672,672,1344,1,0,6,0,"Y",0,128,"Normal",11.8981946684588
"367",247,1963,"BrkFace","Attchd","RFn","TA","TA","Gd","TA","No","BLQ","SBrkr","RL","Plywood","Plywood","TA","WD",785,1394,1,2,514,609,367,9500,"IR1","NAmes","1Story",6,1963,1963,"TA","CBlock","Gd","Y",1394,0,1394,1,1,6,2,"Y",0,76,"Normal",11.9766657704908
"368",305,1962,"BrkFace","Basment","RFn","TA","TA","Gd","TA","Gd","GLQ","SBrkr","RL","Plywood","Plywood","TA","WD",728,1099,0,1,296,371,368,9150,"IR1","NAmes","SLvl",6,1962,1962,"TA","CBlock","Gd","Y",1431,0,1431,1,0,6,1,"Y",64,110,"Normal",12.0137068134704
"369",200,1954,"BrkFace","Attchd","Fin","TA","TA","TA","TA","No","LwQ","SBrkr","RL","HdBoard","HdBoard","TA","WD",728,1268,0,1,244,540,369,7800,"Reg","NAmes","1Story",5,1954,1954,"TA","PConc","Gd","Y",1268,0,1268,1,0,7,1,"Y",0,98,"Normal",11.7905647772974
"370",0,1997,"None","Detchd","Fin","TA","TA","TA","TA","No","ALQ","SBrkr","RL","Wd Sdng","Wd Sdng","Gd","WD",733,1063,1,2,576,72,370,9830,"IR1","NAmes","1Story",5,1959,2006,"TA","CBlock","Ex","Y",1287,0,1287,1,0,7,1,"Y",364,17,"Normal",11.995357787035
"371",0,2000,"None","Attchd","RFn","TA","TA","Gd","TA","No","Unf","SBrkr","RL","VinylSd","VinylSd","TA","WD",953,953,0,2,460,0,371,8121,"IR1","Gilbert","2Story",6,2000,2000,"TA","PConc","Ex","Y",953,711,1664,2,1,7,1,"Y",100,40,"Normal",12.0575784376589
"372",0,1991,"None","Detchd","Fin","TA","TA","TA","TA","No","Unf","SBrkr","RL","WdShing","Plywood","TA","WD",0,0,0,2,680,0,372,17120,"Reg","ClearCr","1.5Fin",4,1959,1959,"TA","CBlock","TA","Y",1120,468,1588,2,0,7,1,"N",0,59,"Normal",11.8088212126465
"373",0,1984,"None","Attchd","Unf","TA","TA","Gd","TA","No","ALQ","SBrkr","RL","Plywood","Plywood","TA","WD",0,744,1,1,264,623,373,7175,"Reg","SawyerW","1Story",6,1984,1984,"TA","CBlock","TA","Y",752,0,752,1,0,4,0,"Y",353,0,"Normal",11.7360770162524
"374",0,1953,"None","Attchd","Unf","TA","TA","TA","TA","No","BLQ","SBrkr","RL","MetalSd","MetalSd","TA","WD",0,608,1,1,270,428,374,10634,"Reg","NAmes","1Story",5,1953,1953,"TA","PConc","TA","Y",1319,0,1319,1,0,5,0,"Y",66,0,"Normal",11.7199477644028
"375",0,2003,"None","BuiltIn","Fin","TA","TA","Gd","TA","No","Unf","SBrkr","RL","VinylSd","VinylSd","Gd","WD",847,847,0,2,434,0,375,8200,"Reg","CollgCr","2Story",7,2003,2004,"Gd","PConc","Ex","Y",847,1081,1928,2,1,8,1,"Y",100,48,"Normal",12.2991120672956
